#Freq(Hz)	Mag(strain/ct)	Phase(rad)
1027.2813	7.4483e-018	2.7852
1027.2969	7.4486e-018	2.7852
1027.3125	7.4488e-018	2.7852
1027.3281	7.449e-018	2.7852
1027.3438	7.4492e-018	2.7852
1027.3594	7.4494e-018	2.7852
1027.375	7.4496e-018	2.7852
1027.3906	7.4498e-018	2.7852
1027.4063	7.45e-018	2.7852
1027.4219	7.4503e-018	2.7852
1027.4375	7.4505e-018	2.7852
1027.4531	7.4507e-018	2.7852
1027.4688	7.4509e-018	2.7852
1027.4844	7.4511e-018	2.7852
1027.5	7.4513e-018	2.7853
1027.5156	7.4515e-018	2.7853
1027.5313	7.4517e-018	2.7853
1027.5469	7.452e-018	2.7853
1027.5625	7.4522e-018	2.7853
1027.5781	7.4524e-018	2.7853
1027.5938	7.4526e-018	2.7853
1027.6094	7.4528e-018	2.7853
1027.625	7.453e-018	2.7853
1027.6406	7.4532e-018	2.7853
1027.6563	7.4534e-018	2.7853
1027.6719	7.4537e-018	2.7853
1027.6875	7.4539e-018	2.7853
1027.7031	7.4541e-018	2.7853
1027.7188	7.4543e-018	2.7853
1027.7344	7.4545e-018	2.7854
1027.75	7.4547e-018	2.7854
1027.7656	7.4549e-018	2.7854
1027.7813	7.4551e-018	2.7854
1027.7969	7.4554e-018	2.7854
1027.8125	7.4556e-018	2.7854
1027.8281	7.4558e-018	2.7854
1027.8438	7.456e-018	2.7854
1027.8594	7.4562e-018	2.7854
1027.875	7.4564e-018	2.7854
1027.8906	7.4566e-018	2.7854
1027.9063	7.4568e-018	2.7854
1027.9219	7.4571e-018	2.7854
1027.9375	7.4573e-018	2.7854
1027.9531	7.4575e-018	2.7854
1027.9688	7.4577e-018	2.7854
1027.9844	7.4579e-018	2.7855
1028	7.4581e-018	2.7855
1028.0156	7.4583e-018	2.7855
1028.0313	7.4585e-018	2.7855
1028.0469	7.4587e-018	2.7855
1028.0625	7.459e-018	2.7855
1028.0781	7.4592e-018	2.7855
1028.0938	7.4594e-018	2.7855
1028.1094	7.4596e-018	2.7855
1028.125	7.4598e-018	2.7855
1028.1406	7.46e-018	2.7855
1028.1563	7.4602e-018	2.7855
1028.1719	7.4604e-018	2.7855
1028.1875	7.4607e-018	2.7855
1028.2031	7.4609e-018	2.7855
1028.2188	7.4611e-018	2.7855
1028.2344	7.4613e-018	2.7856
1028.25	7.4615e-018	2.7856
1028.2656	7.4617e-018	2.7856
1028.2813	7.4619e-018	2.7856
1028.2969	7.4621e-018	2.7856
1028.3125	7.4624e-018	2.7856
1028.3281	7.4626e-018	2.7856
1028.3438	7.4628e-018	2.7856
1028.3594	7.463e-018	2.7856
1028.375	7.4632e-018	2.7856
1028.3906	7.4634e-018	2.7856
1028.4063	7.4636e-018	2.7856
1028.4219	7.4638e-018	2.7856
1028.4375	7.4641e-018	2.7856
1028.4531	7.4643e-018	2.7856
1028.4688	7.4645e-018	2.7857
1028.4844	7.4647e-018	2.7857
1028.5	7.4649e-018	2.7857
1028.5156	7.4651e-018	2.7857
1028.5313	7.4653e-018	2.7857
1028.5469	7.4655e-018	2.7857
1028.5625	7.4657e-018	2.7857
1028.5781	7.466e-018	2.7857
1028.5938	7.4662e-018	2.7857
1028.6094	7.4664e-018	2.7857
1028.625	7.4666e-018	2.7857
1028.6406	7.4668e-018	2.7857
1028.6563	7.467e-018	2.7857
1028.6719	7.4672e-018	2.7857
1028.6875	7.4674e-018	2.7857
1028.7031	7.4677e-018	2.7857
1028.7188	7.4679e-018	2.7858
1028.7344	7.4681e-018	2.7858
1028.75	7.4683e-018	2.7858
1028.7656	7.4685e-018	2.7858
1028.7813	7.4687e-018	2.7858
1028.7969	7.4689e-018	2.7858
1028.8125	7.4691e-018	2.7858
1028.8281	7.4694e-018	2.7858
1028.8438	7.4696e-018	2.7858
1028.8594	7.4698e-018	2.7858
1028.875	7.47e-018	2.7858
1028.8906	7.4702e-018	2.7858
1028.9063	7.4704e-018	2.7858
1028.9219	7.4706e-018	2.7858
1028.9375	7.4708e-018	2.7858
1028.9531	7.4711e-018	2.7858
1028.9688	7.4713e-018	2.7859
1028.9844	7.4715e-018	2.7859
1029	7.4717e-018	2.7859
1029.0156	7.4719e-018	2.7859
1029.0313	7.4721e-018	2.7859
1029.0469	7.4723e-018	2.7859
1029.0625	7.4725e-018	2.7859
1029.0781	7.4727e-018	2.7859
1029.0938	7.473e-018	2.7859
1029.1094	7.4732e-018	2.7859
1029.125	7.4734e-018	2.7859
1029.1406	7.4736e-018	2.7859
1029.1563	7.4738e-018	2.7859
1029.1719	7.474e-018	2.7859
1029.1875	7.4742e-018	2.7859
1029.2031	7.4744e-018	2.786
1029.2188	7.4747e-018	2.786
1029.2344	7.4749e-018	2.786
1029.25	7.4751e-018	2.786
1029.2656	7.4753e-018	2.786
1029.2813	7.4755e-018	2.786
1029.2969	7.4757e-018	2.786
1029.3125	7.4759e-018	2.786
1029.3281	7.4761e-018	2.786
1029.3438	7.4764e-018	2.786
1029.3594	7.4766e-018	2.786
1029.375	7.4768e-018	2.786
1029.3906	7.477e-018	2.786
1029.4063	7.4772e-018	2.786
1029.4219	7.4774e-018	2.786
1029.4375	7.4776e-018	2.786
1029.4531	7.4778e-018	2.7861
1029.4688	7.478e-018	2.7861
1029.4844	7.4783e-018	2.7861
1029.5	7.4785e-018	2.7861
1029.5156	7.4787e-018	2.7861
1029.5313	7.4789e-018	2.7861
1029.5469	7.4791e-018	2.7861
1029.5625	7.4793e-018	2.7861
1029.5781	7.4795e-018	2.7861
1029.5938	7.4797e-018	2.7861
1029.6094	7.48e-018	2.7861
1029.625	7.4802e-018	2.7861
1029.6406	7.4804e-018	2.7861
1029.6563	7.4806e-018	2.7861
1029.6719	7.4808e-018	2.7861
1029.6875	7.481e-018	2.7861
1029.7031	7.4812e-018	2.7862
1029.7188	7.4814e-018	2.7862
1029.7344	7.4817e-018	2.7862
1029.75	7.4819e-018	2.7862
1029.7656	7.4821e-018	2.7862
1029.7813	7.4823e-018	2.7862
1029.7969	7.4825e-018	2.7862
1029.8125	7.4827e-018	2.7862
1029.8281	7.4829e-018	2.7862
1029.8438	7.4831e-018	2.7862
1029.8594	7.4833e-018	2.7862
1029.875	7.4836e-018	2.7862
1029.8906	7.4838e-018	2.7862
1029.9063	7.484e-018	2.7862
1029.9219	7.4842e-018	2.7862
1029.9375	7.4844e-018	2.7862
1029.9531	7.4846e-018	2.7863
1029.9688	7.4848e-018	2.7863
1029.9844	7.485e-018	2.7863
1030	7.4853e-018	2.7863
1030.0156	7.4855e-018	2.7863
1030.0313	7.4857e-018	2.7863
1030.0469	7.4859e-018	2.7863
1030.0625	7.4861e-018	2.7863
1030.0781	7.4863e-018	2.7863
1030.0938	7.4865e-018	2.7863
1030.1094	7.4867e-018	2.7863
1030.125	7.4869e-018	2.7863
1030.1406	7.4872e-018	2.7863
1030.1563	7.4874e-018	2.7863
1030.1719	7.4876e-018	2.7863
1030.1875	7.4878e-018	2.7863
1030.2031	7.488e-018	2.7864
1030.2188	7.4882e-018	2.7864
1030.2344	7.4884e-018	2.7864
1030.25	7.4886e-018	2.7864
1030.2656	7.4889e-018	2.7864
1030.2813	7.4891e-018	2.7864
1030.2969	7.4893e-018	2.7864
1030.3125	7.4895e-018	2.7864
1030.3281	7.4897e-018	2.7864
1030.3438	7.4899e-018	2.7864
1030.3594	7.4901e-018	2.7864
1030.375	7.4903e-018	2.7864
1030.3906	7.4906e-018	2.7864
1030.4063	7.4908e-018	2.7864
1030.4219	7.491e-018	2.7864
1030.4375	7.4912e-018	2.7865
1030.4531	7.4914e-018	2.7865
1030.4688	7.4916e-018	2.7865
1030.4844	7.4918e-018	2.7865
1030.5	7.492e-018	2.7865
1030.5156	7.4922e-018	2.7865
1030.5313	7.4925e-018	2.7865
1030.5469	7.4927e-018	2.7865
1030.5625	7.4929e-018	2.7865
1030.5781	7.4931e-018	2.7865
1030.5938	7.4933e-018	2.7865
1030.6094	7.4935e-018	2.7865
1030.625	7.4937e-018	2.7865
1030.6406	7.4939e-018	2.7865
1030.6563	7.4942e-018	2.7865
1030.6719	7.4944e-018	2.7865
1030.6875	7.4946e-018	2.7866
1030.7031	7.4948e-018	2.7866
1030.7188	7.495e-018	2.7866
1030.7344	7.4952e-018	2.7866
1030.75	7.4954e-018	2.7866
1030.7656	7.4956e-018	2.7866
1030.7813	7.4958e-018	2.7866
1030.7969	7.4961e-018	2.7866
1030.8125	7.4963e-018	2.7866
1030.8281	7.4965e-018	2.7866
1030.8438	7.4967e-018	2.7866
1030.8594	7.4969e-018	2.7866
1030.875	7.4971e-018	2.7866
1030.8906	7.4973e-018	2.7866
1030.9063	7.4975e-018	2.7866
1030.9219	7.4978e-018	2.7866
1030.9375	7.498e-018	2.7867
1030.9531	7.4982e-018	2.7867
1030.9688	7.4984e-018	2.7867
1030.9844	7.4986e-018	2.7867
1031	7.4988e-018	2.7867
1031.0156	7.499e-018	2.7867
1031.0313	7.4992e-018	2.7867
1031.0469	7.4994e-018	2.7867
1031.0625	7.4997e-018	2.7867
1031.0781	7.4999e-018	2.7867
1031.0938	7.5001e-018	2.7867
1031.1094	7.5003e-018	2.7867
1031.125	7.5005e-018	2.7867
1031.1406	7.5007e-018	2.7867
1031.1563	7.5009e-018	2.7867
1031.1719	7.5011e-018	2.7867
1031.1875	7.5014e-018	2.7868
1031.2031	7.5016e-018	2.7868
1031.2188	7.5018e-018	2.7868
1031.2344	7.502e-018	2.7868
1031.25	7.5022e-018	2.7868
1031.2656	7.5024e-018	2.7868
1031.2813	7.5026e-018	2.7868
1031.2969	7.5028e-018	2.7868
1031.3125	7.503e-018	2.7868
1031.3281	7.5033e-018	2.7868
1031.3438	7.5035e-018	2.7868
1031.3594	7.5037e-018	2.7868
1031.375	7.5039e-018	2.7868
1031.3906	7.5041e-018	2.7868
1031.4063	7.5043e-018	2.7868
1031.4219	7.5045e-018	2.7868
1031.4375	7.5047e-018	2.7869
1031.4531	7.505e-018	2.7869
1031.4688	7.5052e-018	2.7869
1031.4844	7.5054e-018	2.7869
1031.5	7.5056e-018	2.7869
1031.5156	7.5058e-018	2.7869
1031.5313	7.506e-018	2.7869
1031.5469	7.5062e-018	2.7869
1031.5625	7.5064e-018	2.7869
1031.5781	7.5066e-018	2.7869
1031.5938	7.5069e-018	2.7869
1031.6094	7.5071e-018	2.7869
1031.625	7.5073e-018	2.7869
1031.6406	7.5075e-018	2.7869
1031.6563	7.5077e-018	2.7869
1031.6719	7.5079e-018	2.7869
1031.6875	7.5081e-018	2.787
1031.7031	7.5083e-018	2.787
1031.7188	7.5085e-018	2.787
1031.7344	7.5088e-018	2.787
1031.75	7.509e-018	2.787
1031.7656	7.5092e-018	2.787
1031.7813	7.5094e-018	2.787
1031.7969	7.5096e-018	2.787
1031.8125	7.5098e-018	2.787
1031.8281	7.51e-018	2.787
1031.8438	7.5102e-018	2.787
1031.8594	7.5105e-018	2.787
1031.875	7.5107e-018	2.787
1031.8906	7.5109e-018	2.787
1031.9063	7.5111e-018	2.787
1031.9219	7.5113e-018	2.7871
1031.9375	7.5115e-018	2.7871
1031.9531	7.5117e-018	2.7871
1031.9688	7.5119e-018	2.7871
1031.9844	7.5121e-018	2.7871
1032	7.5124e-018	2.7871
1032.0156	7.5126e-018	2.7871
1032.0313	7.5128e-018	2.7871
1032.0469	7.513e-018	2.7871
1032.0625	7.5132e-018	2.7871
1032.0781	7.5134e-018	2.7871
1032.0938	7.5136e-018	2.7871
1032.1094	7.5138e-018	2.7871
1032.125	7.5141e-018	2.7871
1032.1406	7.5143e-018	2.7871
1032.1563	7.5145e-018	2.7871
1032.1719	7.5147e-018	2.7872
1032.1875	7.5149e-018	2.7872
1032.2031	7.5151e-018	2.7872
1032.2188	7.5153e-018	2.7872
1032.2344	7.5155e-018	2.7872
1032.25	7.5157e-018	2.7872
1032.2656	7.516e-018	2.7872
1032.2813	7.5162e-018	2.7872
1032.2969	7.5164e-018	2.7872
1032.3125	7.5166e-018	2.7872
1032.3281	7.5168e-018	2.7872
1032.3438	7.517e-018	2.7872
1032.3594	7.5172e-018	2.7872
1032.375	7.5174e-018	2.7872
1032.3906	7.5176e-018	2.7872
1032.4063	7.5179e-018	2.7872
1032.4219	7.5181e-018	2.7873
1032.4375	7.5183e-018	2.7873
1032.4531	7.5185e-018	2.7873
1032.4688	7.5187e-018	2.7873
1032.4844	7.5189e-018	2.7873
1032.5	7.5191e-018	2.7873
1032.5156	7.5193e-018	2.7873
1032.5313	7.5196e-018	2.7873
1032.5469	7.5198e-018	2.7873
1032.5625	7.52e-018	2.7873
1032.5781	7.5202e-018	2.7873
1032.5938	7.5204e-018	2.7873
1032.6094	7.5206e-018	2.7873
1032.625	7.5208e-018	2.7873
1032.6406	7.521e-018	2.7873
1032.6563	7.5212e-018	2.7873
1032.6719	7.5215e-018	2.7874
1032.6875	7.5217e-018	2.7874
1032.7031	7.5219e-018	2.7874
1032.7188	7.5221e-018	2.7874
1032.7344	7.5223e-018	2.7874
1032.75	7.5225e-018	2.7874
1032.7656	7.5227e-018	2.7874
1032.7813	7.5229e-018	2.7874
1032.7969	7.5231e-018	2.7874
1032.8125	7.5234e-018	2.7874
1032.8281	7.5236e-018	2.7874
1032.8438	7.5238e-018	2.7874
1032.8594	7.524e-018	2.7874
1032.875	7.5242e-018	2.7874
1032.8906	7.5244e-018	2.7874
1032.9063	7.5246e-018	2.7874
1032.9219	7.5248e-018	2.7875
1032.9375	7.5251e-018	2.7875
1032.9531	7.5253e-018	2.7875
1032.9688	7.5255e-018	2.7875
1032.9844	7.5257e-018	2.7875
1033	7.5259e-018	2.7875
1033.0156	7.5261e-018	2.7875
1033.0313	7.5263e-018	2.7875
1033.0469	7.5265e-018	2.7875
1033.0625	7.5267e-018	2.7875
1033.0781	7.527e-018	2.7875
1033.0938	7.5272e-018	2.7875
1033.1094	7.5274e-018	2.7875
1033.125	7.5276e-018	2.7875
1033.1406	7.5278e-018	2.7875
1033.1563	7.528e-018	2.7875
1033.1719	7.5282e-018	2.7876
1033.1875	7.5284e-018	2.7876
1033.2031	7.5286e-018	2.7876
1033.2188	7.5289e-018	2.7876
1033.2344	7.5291e-018	2.7876
1033.25	7.5293e-018	2.7876
1033.2656	7.5295e-018	2.7876
1033.2813	7.5297e-018	2.7876
1033.2969	7.5299e-018	2.7876
1033.3125	7.5301e-018	2.7876
1033.3281	7.5303e-018	2.7876
1033.3438	7.5305e-018	2.7876
1033.3594	7.5308e-018	2.7876
1033.375	7.531e-018	2.7876
1033.3906	7.5312e-018	2.7876
1033.4063	7.5314e-018	2.7876
1033.4219	7.5316e-018	2.7877
1033.4375	7.5318e-018	2.7877
1033.4531	7.532e-018	2.7877
1033.4688	7.5322e-018	2.7877
1033.4844	7.5325e-018	2.7877
1033.5	7.5327e-018	2.7877
1033.5156	7.5329e-018	2.7877
1033.5313	7.5331e-018	2.7877
1033.5469	7.5333e-018	2.7877
1033.5625	7.5335e-018	2.7877
1033.5781	7.5337e-018	2.7877
1033.5938	7.5339e-018	2.7877
1033.6094	7.5341e-018	2.7877
1033.625	7.5344e-018	2.7877
1033.6406	7.5346e-018	2.7877
1033.6563	7.5348e-018	2.7877
1033.6719	7.535e-018	2.7878
1033.6875	7.5352e-018	2.7878
1033.7031	7.5354e-018	2.7878
1033.7188	7.5356e-018	2.7878
1033.7344	7.5358e-018	2.7878
1033.75	7.536e-018	2.7878
1033.7656	7.5363e-018	2.7878
1033.7813	7.5365e-018	2.7878
1033.7969	7.5367e-018	2.7878
1033.8125	7.5369e-018	2.7878
1033.8281	7.5371e-018	2.7878
1033.8438	7.5373e-018	2.7878
1033.8594	7.5375e-018	2.7878
1033.875	7.5377e-018	2.7878
1033.8906	7.5379e-018	2.7878
1033.9063	7.5382e-018	2.7878
1033.9219	7.5384e-018	2.7879
1033.9375	7.5386e-018	2.7879
1033.9531	7.5388e-018	2.7879
1033.9688	7.539e-018	2.7879
1033.9844	7.5392e-018	2.7879
1034	7.5394e-018	2.7879
1034.0156	7.5396e-018	2.7879
1034.0313	7.5398e-018	2.7879
1034.0469	7.5401e-018	2.7879
1034.0625	7.5403e-018	2.7879
1034.0781	7.5405e-018	2.7879
1034.0938	7.5407e-018	2.7879
1034.1094	7.5409e-018	2.7879
1034.125	7.5411e-018	2.7879
1034.1406	7.5413e-018	2.7879
1034.1563	7.5415e-018	2.7879
1034.1719	7.5418e-018	2.788
1034.1875	7.542e-018	2.788
1034.2031	7.5422e-018	2.788
1034.2188	7.5424e-018	2.788
1034.2344	7.5426e-018	2.788
1034.25	7.5428e-018	2.788
1034.2656	7.543e-018	2.788
1034.2813	7.5432e-018	2.788
1034.2969	7.5434e-018	2.788
1034.3125	7.5437e-018	2.788
1034.3281	7.5439e-018	2.788
1034.3438	7.5441e-018	2.788
1034.3594	7.5443e-018	2.788
1034.375	7.5445e-018	2.788
1034.3906	7.5447e-018	2.788
1034.4063	7.5449e-018	2.788
1034.4219	7.5451e-018	2.7881
1034.4375	7.5453e-018	2.7881
1034.4531	7.5456e-018	2.7881
1034.4688	7.5458e-018	2.7881
1034.4844	7.546e-018	2.7881
1034.5	7.5462e-018	2.7881
1034.5156	7.5464e-018	2.7881
1034.5313	7.5466e-018	2.7881
1034.5469	7.5468e-018	2.7881
1034.5625	7.547e-018	2.7881
1034.5781	7.5472e-018	2.7881
1034.5938	7.5475e-018	2.7881
1034.6094	7.5477e-018	2.7881
1034.625	7.5479e-018	2.7881
1034.6406	7.5481e-018	2.7881
1034.6563	7.5483e-018	2.7881
1034.6719	7.5485e-018	2.7882
1034.6875	7.5487e-018	2.7882
1034.7031	7.5489e-018	2.7882
1034.7188	7.5491e-018	2.7882
1034.7344	7.5494e-018	2.7882
1034.75	7.5496e-018	2.7882
1034.7656	7.5498e-018	2.7882
1034.7813	7.55e-018	2.7882
1034.7969	7.5502e-018	2.7882
1034.8125	7.5504e-018	2.7882
1034.8281	7.5506e-018	2.7882
1034.8438	7.5508e-018	2.7882
1034.8594	7.551e-018	2.7882
1034.875	7.5513e-018	2.7882
1034.8906	7.5515e-018	2.7882
1034.9063	7.5517e-018	2.7882
1034.9219	7.5519e-018	2.7883
1034.9375	7.5521e-018	2.7883
1034.9531	7.5523e-018	2.7883
1034.9688	7.5525e-018	2.7883
1034.9844	7.5527e-018	2.7883
1035	7.5529e-018	2.7883
1035.0156	7.5532e-018	2.7883
1035.0313	7.5534e-018	2.7883
1035.0469	7.5536e-018	2.7883
1035.0625	7.5538e-018	2.7883
1035.0781	7.554e-018	2.7883
1035.0938	7.5542e-018	2.7883
1035.1094	7.5544e-018	2.7883
1035.125	7.5546e-018	2.7883
1035.1406	7.5548e-018	2.7883
1035.1563	7.5551e-018	2.7883
1035.1719	7.5553e-018	2.7884
1035.1875	7.5555e-018	2.7884
1035.2031	7.5557e-018	2.7884
1035.2188	7.5559e-018	2.7884
1035.2344	7.5561e-018	2.7884
1035.25	7.5563e-018	2.7884
1035.2656	7.5565e-018	2.7884
1035.2813	7.5567e-018	2.7884
1035.2969	7.557e-018	2.7884
1035.3125	7.5572e-018	2.7884
1035.3281	7.5574e-018	2.7884
1035.3438	7.5576e-018	2.7884
1035.3594	7.5578e-018	2.7884
1035.375	7.558e-018	2.7884
1035.3906	7.5582e-018	2.7884
1035.4063	7.5584e-018	2.7884
1035.4219	7.5586e-018	2.7885
1035.4375	7.5589e-018	2.7885
1035.4531	7.5591e-018	2.7885
1035.4688	7.5593e-018	2.7885
1035.4844	7.5595e-018	2.7885
1035.5	7.5597e-018	2.7885
1035.5156	7.5599e-018	2.7885
1035.5313	7.5601e-018	2.7885
1035.5469	7.5603e-018	2.7885
1035.5625	7.5605e-018	2.7885
1035.5781	7.5608e-018	2.7885
1035.5938	7.561e-018	2.7885
1035.6094	7.5612e-018	2.7885
1035.625	7.5614e-018	2.7885
1035.6406	7.5616e-018	2.7885
1035.6563	7.5618e-018	2.7885
1035.6719	7.562e-018	2.7886
1035.6875	7.5622e-018	2.7886
1035.7031	7.5624e-018	2.7886
1035.7188	7.5627e-018	2.7886
1035.7344	7.5629e-018	2.7886
1035.75	7.5631e-018	2.7886
1035.7656	7.5633e-018	2.7886
1035.7813	7.5635e-018	2.7886
1035.7969	7.5637e-018	2.7886
1035.8125	7.5639e-018	2.7886
1035.8281	7.5641e-018	2.7886
1035.8438	7.5643e-018	2.7886
1035.8594	7.5646e-018	2.7886
1035.875	7.5648e-018	2.7886
1035.8906	7.565e-018	2.7886
1035.9063	7.5652e-018	2.7886
1035.9219	7.5654e-018	2.7887
1035.9375	7.5656e-018	2.7887
1035.9531	7.5658e-018	2.7887
1035.9688	7.566e-018	2.7887
1035.9844	7.5662e-018	2.7887
1036	7.5665e-018	2.7887
1036.0156	7.5667e-018	2.7887
1036.0313	7.5669e-018	2.7887
1036.0469	7.5671e-018	2.7887
1036.0625	7.5673e-018	2.7887
1036.0781	7.5675e-018	2.7887
1036.0938	7.5677e-018	2.7887
1036.1094	7.5679e-018	2.7887
1036.125	7.5681e-018	2.7887
1036.1406	7.5684e-018	2.7887
1036.1563	7.5686e-018	2.7887
1036.1719	7.5688e-018	2.7888
1036.1875	7.569e-018	2.7888
1036.2031	7.5692e-018	2.7888
1036.2188	7.5694e-018	2.7888
1036.2344	7.5696e-018	2.7888
1036.25	7.5698e-018	2.7888
1036.2656	7.57e-018	2.7888
1036.2813	7.5703e-018	2.7888
1036.2969	7.5705e-018	2.7888
1036.3125	7.5707e-018	2.7888
1036.3281	7.5709e-018	2.7888
1036.3438	7.5711e-018	2.7888
1036.3594	7.5713e-018	2.7888
1036.375	7.5715e-018	2.7888
1036.3906	7.5717e-018	2.7888
1036.4063	7.5719e-018	2.7888
1036.4219	7.5722e-018	2.7889
1036.4375	7.5724e-018	2.7889
1036.4531	7.5726e-018	2.7889
1036.4688	7.5728e-018	2.7889
1036.4844	7.573e-018	2.7889
1036.5	7.5732e-018	2.7889
1036.5156	7.5734e-018	2.7889
1036.5313	7.5736e-018	2.7889
1036.5469	7.5738e-018	2.7889
1036.5625	7.5741e-018	2.7889
1036.5781	7.5743e-018	2.7889
1036.5938	7.5745e-018	2.7889
1036.6094	7.5747e-018	2.7889
1036.625	7.5749e-018	2.7889
1036.6406	7.5751e-018	2.7889
1036.6563	7.5753e-018	2.7889
1036.6719	7.5755e-018	2.7889
1036.6875	7.5757e-018	2.789
1036.7031	7.576e-018	2.789
1036.7188	7.5762e-018	2.789
1036.7344	7.5764e-018	2.789
1036.75	7.5766e-018	2.789
1036.7656	7.5768e-018	2.789
1036.7813	7.577e-018	2.789
1036.7969	7.5772e-018	2.789
1036.8125	7.5774e-018	2.789
1036.8281	7.5776e-018	2.789
1036.8438	7.5778e-018	2.789
1036.8594	7.5781e-018	2.789
1036.875	7.5783e-018	2.789
1036.8906	7.5785e-018	2.789
1036.9063	7.5787e-018	2.789
1036.9219	7.5789e-018	2.789
1036.9375	7.5791e-018	2.7891
1036.9531	7.5793e-018	2.7891
1036.9688	7.5795e-018	2.7891
1036.9844	7.5797e-018	2.7891
1037	7.58e-018	2.7891
1037.0156	7.5802e-018	2.7891
1037.0313	7.5804e-018	2.7891
1037.0469	7.5806e-018	2.7891
1037.0625	7.5808e-018	2.7891
1037.0781	7.581e-018	2.7891
1037.0938	7.5812e-018	2.7891
1037.1094	7.5814e-018	2.7891
1037.125	7.5816e-018	2.7891
1037.1406	7.5819e-018	2.7891
1037.1563	7.5821e-018	2.7891
1037.1719	7.5823e-018	2.7891
1037.1875	7.5825e-018	2.7892
1037.2031	7.5827e-018	2.7892
1037.2188	7.5829e-018	2.7892
1037.2344	7.5831e-018	2.7892
1037.25	7.5833e-018	2.7892
1037.2656	7.5835e-018	2.7892
1037.2813	7.5838e-018	2.7892
1037.2969	7.584e-018	2.7892
1037.3125	7.5842e-018	2.7892
1037.3281	7.5844e-018	2.7892
1037.3438	7.5846e-018	2.7892
1037.3594	7.5848e-018	2.7892
1037.375	7.585e-018	2.7892
1037.3906	7.5852e-018	2.7892
1037.4063	7.5854e-018	2.7892
1037.4219	7.5856e-018	2.7892
1037.4375	7.5859e-018	2.7893
1037.4531	7.5861e-018	2.7893
1037.4688	7.5863e-018	2.7893
1037.4844	7.5865e-018	2.7893
1037.5	7.5867e-018	2.7893
1037.5156	7.5869e-018	2.7893
1037.5313	7.5871e-018	2.7893
1037.5469	7.5873e-018	2.7893
1037.5625	7.5875e-018	2.7893
1037.5781	7.5878e-018	2.7893
1037.5938	7.588e-018	2.7893
1037.6094	7.5882e-018	2.7893
1037.625	7.5884e-018	2.7893
1037.6406	7.5886e-018	2.7893
1037.6563	7.5888e-018	2.7893
1037.6719	7.589e-018	2.7893
1037.6875	7.5892e-018	2.7894
1037.7031	7.5894e-018	2.7894
1037.7188	7.5897e-018	2.7894
1037.7344	7.5899e-018	2.7894
1037.75	7.5901e-018	2.7894
1037.7656	7.5903e-018	2.7894
1037.7813	7.5905e-018	2.7894
1037.7969	7.5907e-018	2.7894
1037.8125	7.5909e-018	2.7894
1037.8281	7.5911e-018	2.7894
1037.8438	7.5913e-018	2.7894
1037.8594	7.5916e-018	2.7894
1037.875	7.5918e-018	2.7894
1037.8906	7.592e-018	2.7894
1037.9063	7.5922e-018	2.7894
1037.9219	7.5924e-018	2.7894
1037.9375	7.5926e-018	2.7895
1037.9531	7.5928e-018	2.7895
1037.9688	7.593e-018	2.7895
1037.9844	7.5932e-018	2.7895
1038	7.5934e-018	2.7895
1038.0156	7.5937e-018	2.7895
1038.0313	7.5939e-018	2.7895
1038.0469	7.5941e-018	2.7895
1038.0625	7.5943e-018	2.7895
1038.0781	7.5945e-018	2.7895
1038.0938	7.5947e-018	2.7895
1038.1094	7.5949e-018	2.7895
1038.125	7.5951e-018	2.7895
1038.1406	7.5953e-018	2.7895
1038.1563	7.5956e-018	2.7895
1038.1719	7.5958e-018	2.7895
1038.1875	7.596e-018	2.7896
1038.2031	7.5962e-018	2.7896
1038.2188	7.5964e-018	2.7896
1038.2344	7.5966e-018	2.7896
1038.25	7.5968e-018	2.7896
1038.2656	7.597e-018	2.7896
1038.2813	7.5972e-018	2.7896
1038.2969	7.5975e-018	2.7896
1038.3125	7.5977e-018	2.7896
1038.3281	7.5979e-018	2.7896
1038.3438	7.5981e-018	2.7896
1038.3594	7.5983e-018	2.7896
1038.375	7.5985e-018	2.7896
1038.3906	7.5987e-018	2.7896
1038.4063	7.5989e-018	2.7896
1038.4219	7.5991e-018	2.7896
1038.4375	7.5993e-018	2.7896
1038.4531	7.5996e-018	2.7897
1038.4688	7.5998e-018	2.7897
1038.4844	7.6e-018	2.7897
1038.5	7.6002e-018	2.7897
1038.5156	7.6004e-018	2.7897
1038.5313	7.6006e-018	2.7897
1038.5469	7.6008e-018	2.7897
1038.5625	7.601e-018	2.7897
1038.5781	7.6012e-018	2.7897
1038.5938	7.6015e-018	2.7897
1038.6094	7.6017e-018	2.7897
1038.625	7.6019e-018	2.7897
1038.6406	7.6021e-018	2.7897
1038.6563	7.6023e-018	2.7897
1038.6719	7.6025e-018	2.7897
1038.6875	7.6027e-018	2.7897
1038.7031	7.6029e-018	2.7898
1038.7188	7.6031e-018	2.7898
1038.7344	7.6033e-018	2.7898
1038.75	7.6036e-018	2.7898
1038.7656	7.6038e-018	2.7898
1038.7813	7.604e-018	2.7898
1038.7969	7.6042e-018	2.7898
1038.8125	7.6044e-018	2.7898
1038.8281	7.6046e-018	2.7898
1038.8438	7.6048e-018	2.7898
1038.8594	7.605e-018	2.7898
1038.875	7.6052e-018	2.7898
1038.8906	7.6055e-018	2.7898
1038.9063	7.6057e-018	2.7898
1038.9219	7.6059e-018	2.7898
1038.9375	7.6061e-018	2.7898
1038.9531	7.6063e-018	2.7899
