# This is the BNS population 
# Sources cataloged by Ravi Kumar
# file generated by Chad Hanna March 23 2006
#NAME	     #RA       #DEC	   #DIST   #LUM	 #FUDGE 	
UGC02429     +02:57.1  +01:19.6  23750.0   0.092  1.0
ESO474-045   +00:57.3  -24:22.3  23763.9   0.024  1.0
PGC042143    +12:37.4  +04:44.5  23763.9   0.082  1.0
PGC690285    +00:32.0  -32:32.0  23763.9   0.020  1.0
IC3131       +12:18.8  +07:51.7  23777.8   0.131  1.0
PGC038459    +12:07.2  +63:53.4  23777.8   0.052  1.0
PGC198825    +00:35.0  -30:17.8  23777.8   0.018  1.0
PGC2397675   +11:30.4  +51:39.1  23791.7   0.013  1.0
NGC2748      +09:08.0  +76:41.0  23800.0   1.393  1.0
NGC596       +01:30.4  -07:17.0  23800.0   1.905  1.0
NGC7145      +21:50.1  -48:07.0  23800.0   1.306  1.0
NGC7689      +23:29.9  -54:22.0  23800.0   1.355  1.0
UGC9562      +14:49.2  +35:45.0  23800.0   0.167  1.0
PGC1140314   +14:40.4  -00:33.7  23805.6   0.005  1.0
PGC135733    +09:58.7  +02:20.8  23805.6   0.007  1.0
ESO219-016   +12:59.3  -49:37.3  23819.4   0.076  1.0
PGC1231422   +14:39.6  +02:34.9  23819.4   0.010  1.0
PGC132975    +02:10.3  -29:54.4  23833.3   0.074  1.0
PGC1216689   +14:42.7  +02:07.4  23847.2   0.014  1.0
ESO548-009   +03:24.6  -19:17.8  23861.1   0.055  1.0
PGC100071    +10:15.7  -67:55.4  23875.0   0.089  1.0
PGC142582    +02:31.7  -23:15.8  23875.0   0.049  1.0
UGC00132     +00:14.0  +12:57.8  23888.9   0.150  1.0
UGC05391     +10:01.7  +37:14.8  23888.9   0.139  1.0
NGC4033      +11:58.0  -17:34.0  23900.0   0.973  1.0
NGC6217      +16:35.1  +78:18.0  23900.0   1.854  1.0
NGC7800      +23:57.0  +14:32.0  23900.0   0.673  1.0
ESO440-004   +11:45.7  -28:22.0  23902.8   0.406  1.0
ESO019-003   +10:38.0  -81:05.8  23916.7   1.306  1.0
ESO371-003   +08:40.0  -34:24.5  23930.6   0.752  1.0
ESO530-051   +21:27.7  -23:40.1  23930.6   0.092  1.0
NGC2978      +09:43.3  -09:44.7  23930.6   0.515  1.0
ESO482-005   +03:33.0  -24:08.0  23944.4   0.302  1.0
NGC3712      +11:31.1  +28:34.0  23944.4   0.139  1.0
ESO205-007   +05:54.2  -51:58.6  23958.3   0.134  1.0
ESO481-029   +03:29.0  -26:26.7  23972.2   0.108  1.0
PGC006296    +01:42.5  +02:55.7  23972.2   0.018  1.0
PGC051523    +14:25.7  -05:24.1  23972.2   0.506  1.0
PGC132595    +22:57.2  -36:40.1  23972.2   0.056  1.0
PGC2666144   +10:31.4  +64:15.4  23972.2   0.008  1.0
UGC05798     +10:39.8  +47:55.9  23972.2   0.192  1.0
IC4871       +19:35.7  -57:31.1  23986.1   0.946  1.0
ESO108-017   +22:10.7  -66:52.1  24000.0   0.229  1.0
NGC1198      +03:06.2  +41:50.9  24000.0   0.344  1.0
NGC2726      +09:01.0  +60:08.0  24000.0   0.982  1.0
NGC4700      +12:46.5  -11:08.0  24000.0   2.051  1.0
NGC5170      +13:27.1  -17:42.0  24000.0   3.908  1.0
UGC9169      +14:17.3  +09:36.0  24000.0   0.565  1.0
ESO091-016   +09:38.2  -63:29.1  24013.9   0.474  1.0
NGC4409      +12:26.9  +02:29.6  24041.7   1.202  1.0
PGC2670839   +12:24.5  +64:42.5  24041.7   0.006  1.0
UGC12070     +23:31.9  +78:09.0  24055.6   0.116  1.0
NGC3430      +10:52.1  +32:57.1  24083.3   2.070  1.0
ESO092-021   +10:21.1  -66:29.4  24097.2   0.441  1.0
NGC3136A     +10:03.5  -67:26.9  24097.2   0.581  1.0
NGC6951      +20:36.6  +65:56.0  24100.0   3.048  1.0
NGC7497      +23:06.7  +17:54.0  24100.0   1.191  1.0
UGCA104      +05:09.4  -14:53.0  24100.0   1.432  1.0
ESO490-036   +06:44.1  -27:10.5  24111.1   0.217  1.0
NGC4502      +12:32.0  +16:41.2  24111.1   0.244  1.0
PGC2548596   +11:26.6  +56:48.8  24111.1   0.018  1.0
PGC1946946   +14:45.4  +31:26.0  24125.0   0.020  1.0
UGC06780     +11:48.8  -02:01.9  24125.0   0.149  1.0
ESO272-009   +14:26.9  -45:52.7  24138.9   0.217  1.0
ESO382-031   +13:17.6  -37:16.9  24138.9   0.391  1.0
NGC2968      +09:43.2  +31:55.7  24138.9   0.946  1.0
PGC007324    +01:56.9  -11:46.9  24138.9   0.550  1.0
PGC135729    +09:53.9  +02:00.2  24138.9   0.007  1.0
NGC3149      +10:03.7  -80:25.3  24166.7   0.855  1.0
NGC5658      +14:32.5  +00:17.6  24166.7   0.098  1.0
PGC012981    +03:29.5  -15:14.2  24166.7   0.225  1.0
PGC090422    +23:10.5  +67:39.6  24166.7  12.023  1.0
NGC4105      +12:06.7  -29:45.7  24194.4   2.992  1.0
NGC7185      +22:02.9  -20:28.3  24194.4   0.406  1.0
PGC1193160   +12:18.8  +01:22.9  24194.4   0.005  1.0
PGC2608407   +11:44.4  +60:53.0  24194.4   0.024  1.0
NGC3067      +09:55.4  +32:37.0  24200.0   1.159  1.0
NGC3640      +11:18.5  +03:31.0  24200.0   3.192  1.0
NGC3681      +11:23.8  +17:08.0  24200.0   1.148  1.0
NGC4125      +12:05.6  +65:27.0  24200.0   5.395  1.0
NGC636       +01:36.6  -07:46.0  24200.0   1.191  1.0
NGC7041      +21:13.2  -48:34.0  24200.0   1.459  1.0
UGC5393      +09:58.8  +33:22.0  24200.0   0.251  1.0
UGC5588      +10:18.1  +25:37.0  24200.0   0.275  1.0
UGC9275      +14:25.9  +14:00.0  24200.0   0.479  1.0
ESO497-001   +09:00.4  -25:52.1  24222.2   0.107  1.0
ESO563-012   +08:41.6  -20:44.6  24222.2   0.565  1.0
NGC5301      +13:46.4  +46:06.4  24222.2   1.330  1.0
PGC028153    +09:47.8  +39:05.0  24222.2   0.065  1.0
PGC1213772   +12:29.8  +02:01.9  24222.2   0.008  1.0
PGC1176385   +15:09.1  +00:49.3  24236.1   0.021  1.0
NGC4606      +12:40.9  +11:54.7  24250.0   1.180  1.0
ESO217-031   +12:13.8  -52:18.8  24263.9   0.177  1.0
NGC3755      +11:36.5  +36:24.6  24263.9   0.673  1.0
PGC037373    +11:54.8  -16:51.8  24263.9   0.530  1.0
UGC04358     +08:21.4  -00:25.1  24277.8   0.028  1.0
UGC6029      +10:52.1  +50:00.0  24300.0   0.254  1.0
UGC6151      +11:03.2  +20:05.0  24300.0   0.116  1.0
IC5333       +23:34.9  -65:23.7  24305.6   0.488  1.0
PGC025886    +09:10.8  -08:53.3  24305.6   4.446  1.0
UGC05020     +09:26.0  +34:39.2  24305.6   0.231  1.0
UGC05238     +09:46.9  +00:30.4  24333.3   0.258  1.0
UGC05934     +10:50.0  +31:54.5  24333.3   0.095  1.0
PGC003109    +00:52.9  +01:12.8  24347.2   0.047  1.0
NGC6810      +19:43.6  -58:39.3  24361.1   2.582  1.0
PGC1055685   +14:17.2  -04:37.2  24361.1   0.067  1.0
ESO272-012   +14:31.0  -43:14.7  24388.9   0.039  1.0
ESO503-022   +11:33.5  -26:56.8  24388.9   0.380  1.0
NGC2760      +09:24.2  +76:31.9  24388.9   0.143  1.0
NGC5750      +14:46.1  -00:13.4  24388.9   1.259  1.0
MARK408      +09:45.1  +33:07.0  24400.0   0.256  1.0
NGC2655      +08:49.1  +78:25.0  24400.0   3.981  1.0
NGC3003      +09:45.6  +33:39.0  24400.0   2.355  1.0
NGC3664      +11:21.8  +03:36.0  24400.0   0.586  1.0
NGC7743      +23:41.8  +09:39.0  24400.0   1.432  1.0
UGC6912      +11:53.7  +58:28.0  24400.0   0.192  1.0
ESO505-008   +12:03.5  -25:22.9  24402.8   0.305  1.0
PGC668847    +23:21.2  -33:58.7  24402.8   0.009  1.0
ESO366-009   +06:42.8  -35:34.3  24416.7   0.406  1.0
ESO440-023   +11:52.5  -29:07.3  24416.7   0.093  1.0
ESO504-017   +11:48.7  -27:22.7  24416.7   0.151  1.0
PGC1143451   +12:45.8  -00:25.9  24416.7   0.016  1.0
ESO428-029   +07:23.7  -29:39.1  24458.3   1.690  1.0
ESO548-043   +03:34.1  -19:33.5  24472.2   0.099  1.0
ESO572-025   +11:57.4  -19:37.4  24472.2   0.075  1.0
NGC2699      +08:55.8  -03:07.6  24472.2   0.283  1.0
PGC027442    +09:37.9  -11:40.2  24486.1   0.138  1.0
ESO557-006   +06:35.0  -21:46.1  24500.0   0.291  1.0
IC5270       +22:57.9  -35:51.5  24500.0   1.180  1.0
NGC3026      +09:48.0  +28:47.0  24500.0   0.705  1.0
NGC3032      +09:49.2  +29:28.0  24500.0   0.863  1.0
NGC3448      +10:51.6  +54:35.0  24500.0   1.282  1.0
NGC3659      +11:21.1  +18:05.0  24500.0   0.938  1.0
NGC4179      +12:10.3  +01:35.0  24500.0   1.820  1.0
NGC5088      +13:17.7  -12:19.0  24500.0   1.225  1.0
NGC6106      +16:16.4  +07:32.0  24500.0   1.057  1.0
PGC041914    +12:35.2  +75:55.0  24500.0   0.033  1.0
PGC2427800   +10:13.1  +52:56.8  24500.0   0.008  1.0
UGC12843     +23:53.0  +17:39.0  24500.0   0.540  1.0
UGC12856     +23:54.2  +16:33.0  24500.0   0.449  1.0
PGC040285    +12:23.9  +03:05.0  24541.7   0.059  1.0
NGC3395      +10:49.8  +32:58.9  24555.6   1.854  1.0
NGC5087      +13:20.4  -20:36.6  24569.4   1.614  1.0
PGC037019    +11:50.6  -00:34.0  24569.4   0.059  1.0
ESO289-005   +22:15.1  -46:16.9  24583.3   0.249  1.0
NGC5733      +14:42.7  -00:21.0  24583.3   0.278  1.0
PGC2573480   +14:31.7  +58:00.5  24597.2   0.013  1.0
NGC3717      +11:29.1  -30:02.0  24600.0   3.105  1.0
NGC4036      +11:58.9  +62:10.0  24600.0   2.606  1.0
UGC8489      +13:27.6  +45:39.0  24600.0   0.258  1.0
IC0217       +02:16.1  -11:55.6  24611.1   0.586  1.0
NGC2880      +09:29.5  +62:29.4  24611.1   1.180  1.0
NGC3499      +11:03.2  +56:13.3  24611.1   0.254  1.0
NGC4995      +13:09.7  -07:49.9  24611.1   2.421  1.0
PGC040408    +12:24.7  +03:59.9  24611.1   0.205  1.0
PGC1261911   +12:24.6  +03:59.7  24611.1   0.047  1.0
PGC2687514   +12:46.7  +66:27.9  24611.1   0.003  1.0
PGC2815803   +03:17.6  -24:54.5  24611.1   0.023  1.0
PGC970571    +12:25.8  -11:03.1  24611.1   0.028  1.0
NGC4648      +12:41.7  +74:25.3  24625.0   0.673  1.0
NGC3682      +11:27.7  +66:35.3  24652.8   0.570  1.0
PGC1461673   +00:01.0  +14:34.8  24652.8   0.005  1.0
PGC035385    +11:29.2  +20:35.2  24666.7   0.006  1.0
PGC1253386   +14:41.5  +03:29.8  24666.7   0.003  1.0
UGC06570     +11:35.8  +35:20.1  24666.7   0.256  1.0
IC3474       +12:32.6  +02:39.7  24680.6   0.540  1.0
PGC042442    +12:40.3  +15:56.1  24680.6   0.167  1.0
PGC052413    +14:40.2  -06:11.8  24680.6   0.116  1.0
PGC028923    +10:00.1  +02:09.4  24694.4   0.107  1.0
PGC038728    +12:10.4  +13:10.2  24694.4   0.026  1.0
IC2458       +09:17.5  +64:27.0  24700.0   0.137  1.0
NGC1357      +03:30.9  -13:50.0  24700.0   1.096  1.0
NGC3804      +11:38.2  +56:28.0  24700.0   0.597  1.0
NGC5334      +13:50.4  -00:53.0  24700.0   1.138  1.0
NGC5483      +14:07.4  -43:05.0  24700.0   1.977  1.0
NGC5964      +15:35.1  +06:09.0  24700.0   0.946  1.0
UGC11861     +21:55.7  +73:01.0  24700.0   3.467  1.0
UGC3439      +06:15.8  +78:33.0  24700.0   0.871  1.0
ESO504-024   +11:53.6  -26:59.7  24722.2   0.110  1.0
NGC4496A     +12:31.6  +03:56.3  24722.2   1.959  1.0
NGC6384      +17:32.4  +07:03.6  24722.2   5.598  1.0
PGC013758    +03:45.2  -36:56.2  24722.2   0.105  1.0
PGC034952    +11:23.1  +30:28.7  24722.2   0.061  1.0
UGC05369     +10:00.3  +54:32.2  24736.1   0.296  1.0
IC2604       +10:49.4  +32:46.3  24750.0   0.194  1.0
IC3392       +12:28.7  +14:59.9  24763.9   1.127  1.0
NGC3381      +10:48.4  +34:42.7  24763.9   1.247  1.0
PGC1142230   +11:54.2  -00:28.9  24763.9   0.006  1.0
PGC1156476   +15:06.7  +00:04.6  24777.8   0.006  1.0
PGC1075297   +14:11.4  -03:10.0  24791.7   0.007  1.0
IC5181       +22:10.3  -46:16.0  24800.0   0.863  1.0
NGC5645      +14:28.2  +07:30.0  24800.0   0.912  1.0
NGC7144      +21:49.5  -48:29.0  24800.0   2.168  1.0
UGC9249      +14:24.5  +08:54.0  24800.0   0.219  1.0
PGC040867    +12:27.5  +09:20.3  24805.6   0.027  1.0
PGC1150429   +14:45.2  -00:09.5  24833.3   0.061  1.0
PGC632874    +22:43.3  -36:45.9  24833.3   0.011  1.0
NGC7404      +22:54.3  -39:18.9  24847.2   0.247  1.0
PGC036418    +11:43.5  +31:27.4  24847.2   0.033  1.0
PGC2570956   +11:19.1  +57:46.6  24847.2   0.006  1.0
PGC650089    +22:57.8  -35:20.8  24847.2   0.002  1.0
ESO289-004   +22:13.9  -42:35.4  24861.1   0.249  1.0
ESO497-002   +09:01.4  -26:18.0  24875.0   0.319  1.0
IC0346       +03:41.7  -18:16.0  24875.0   0.377  1.0
UGC04852     +09:17.2  +80:02.2  24875.0   0.059  1.0
PGC014768    +04:16.2  -16:45.0  24888.9   0.453  1.0
PGC1241857   +14:50.3  +02:57.5  24888.9   0.007  1.0
IC2524       +09:54.6  +33:51.0  24900.0   0.153  1.0
NGC3414      +10:48.5  +28:15.0  24900.0   1.923  1.0
NGC5669      +14:30.3  +10:06.0  24900.0   1.393  1.0
UGC4093      +07:52.0  +60:26.0  24900.0   0.231  1.0
UGC5720      +10:29.4  +54:39.0  24900.0   0.384  1.0
UGC7239      +12:11.6  +08:03.0  24900.0   0.291  1.0
ESO490-031   +06:42.4  -26:53.6  24902.8   0.209  1.0
ESO548-032   +03:32.3  -17:43.1  24916.7   0.126  1.0
NGC2698      +08:55.6  -03:11.0  24916.7   0.794  1.0
PGC027747    +09:42.4  -06:15.1  24916.7   0.655  1.0
PGC988978    +01:19.2  -09:35.8  24916.7   0.010  1.0
UGC09485     +14:43.0  +04:45.9  24916.7   0.022  1.0
NGC1383      +03:37.6  -18:20.3  24930.6   0.429  1.0
PGC2563856   +11:32.5  +57:21.7  24930.6   0.007  1.0
NGC2697      +08:55.0  -02:59.2  24944.4   0.413  1.0
PGC1143397   +09:46.4  -00:26.0  24944.4   0.045  1.0
PGC1215336   +15:12.4  +02:04.7  24958.3   0.019  1.0
PGC135732    +09:58.4  +01:41.6  24958.3   0.016  1.0
PGC2302994   +10:38.4  +47:42.6  24958.3   0.019  1.0
PGC041700    +12:33.3  +01:31.3  24972.2   0.105  1.0
PGC1202458   +15:11.0  +01:40.8  24972.2   0.015  1.0
PGC1231137   +14:22.0  +02:34.3  24972.2   0.006  1.0
NGC3057      +10:05.6  +80:17.0  24986.1   0.497  1.0
NGC3277      +10:30.1  +28:46.0  25000.0   0.991  1.0
NGC3512      +11:01.3  +28:18.0  25000.0   0.625  1.0
NGC4116      +12:05.1  +02:58.0  25000.0   1.213  1.0
NGC7137      +21:45.9  +21:56.0  25000.0   0.832  1.0
UGCA184      +09:46.1  +55:49.0  25000.0   0.074  1.0
